+----------------------+------------------------------------------------------------+-------------------------------------------------+--------------------------------+--------+
|          ID          |                            NAME                            |                     FAMILY                      |          PRODUCT IDS           | STATUS |
| fd87cmkcio5209nhgns0 | ubuntu-16-04-lts-v20230814                                 | ubuntu-1604-lts                                 | f2e5pn9cvd0mf5sg7bdn           | READY  |
| fd87cu4jektob3rqpqnh | debian-10-v20230717                                        | debian-10                                       | f2et26uuflcgdlsqtqlt           | READY  |
| fd87d0hguoskq7ceevt5 | gitlab-v20230508                                           | gitlab                                          | f2egojv7sk76821d7gkr,          | READY  |
|                      |                                                            |                                                 | f2esv771rfdv8d4o446o           |        |
| fd87d4ve7r7vp5tf1jnp | neoflex-neocat-v20221219                                   | neoflex-neocat                                  | f2e76525hng955qgpng0,          | READY  |
|                      |                                                            |                                                 | f2e2iftkahobollt78bv           |        |
| fd87d9ulq3m2fctentpo | redmine-v20220307                                          | redmine                                         | f2e1j5l53ec69nip1d8d,          | READY  |
|                      |                                                            |                                                 | f2eicv2ccaohor9jdioh           |        |
| fd87dfievgae62981259 | wordpress-v20230703                                        | wordpress                                       | f2e1blrjbalcg17pro0s,          | READY  |
|                      |                                                            |                                                 | f2e8r6k9f9dsnn65dcf8           |        |
| fd87dmvtudff5c96uhsc | debian-11-v20240415                                        | debian-11                                       | f2enjl0o9f7bv4gq17na           | READY  |
| fd87dpehfgg143mup7on | opensuse-15-4-v20240101                                    | opensuse-15-4                                   | f2ef0n1bje0qrln75ln5           | READY  |
| fd87e3vsemiab8q1tl0h | debian-11-v20231106                                        | debian-11                                       | f2edn2qkmo97e9idkiqr           | READY  |
| fd87ekuct579p8964ukl | gitlab-v20240812                                           | gitlab                                          | f2e58clrq8h6sa2m4u80,          | READY  |
|                      |                                                            |                                                 | f2eamrbra9l4oqaht1hn           |        |
| fd87euk8fsjb1mptqo3b | lemp-v20240617                                             | lemp                                            | f2e2r87o8nlh485g7vbl,          | READY  |
|                      |                                                            |                                                 | f2ef3fk7e9fd0mfmcsrh           |        |
| fd87f2roaqipm5rmbean | gitlab-v20230807                                           | gitlab                                          | f2ei6p0ovisfcnk83ob7,          | READY  |
|                      |                                                            |                                                 | f2enlvj2kkkplikc0lir           |        |
| fd87fk3mblfa5ftjcqmp | gitlab-v20240212                                           | gitlab                                          | f2ell87vb17ec4amg9rg,          | READY  |
|                      |                                                            |                                                 | f2ebsesine7dg9rr1oav           |        |
| fd87g1viptdvr00sgcfi | openvpn-access-server-v20240624                            | openvpn                                         | f2e51rkol7ov25lpveen,          | READY  |
|                      |                                                            |                                                 | f2e386b8ln6hq3m3a4t0           |        |
